id,title,categories,abstract,doi,created,updated,authors
2505.01172,freepca: integrating consistency information across long-short frames in   training-free long video generation via principal component analysis,cs.cv,"long video generation involves generating extended videos using models trained on short videos, suffering from distribution shifts due to varying frame counts. it necessitates the use of local information from the original short frames to enhance visual and motion quality, and global information from the entire long frames to ensure appearance consistency. existing training-free methods struggle to effectively integrate the benefits of both, as appearance and motion in videos are closely coupled, leading to motion inconsistency and visual quality. in this paper, we reveal that global and local information can be precisely decoupled into consistent appearance and motion intensity information by applying principal component analysis (pca), allowing for refined complementary integration of global consistency and local quality. with this insight, we propose freepca, a training-free long video generation paradigm based on pca that simultaneously achieves high consistency and quality. concretely, we decouple consistent appearance and motion intensity features by measuring cosine similarity in the principal component space. critically, we progressively integrate these features to preserve original quality and ensure smooth transitions, while further enhancing consistency by reusing the mean statistics of the initial noise. experiments demonstrate that freepca can be applied to various video diffusion models without requiring training, leading to substantial improvements. code is available at https://github.com/josephtitan/freepca.",,2025-05-02,,"['jiangtong tan', 'hu yu', 'jie huang', 'jie xiao', 'feng zhao']"
2505.01182,tstmotion: training-free scene-aware text-to-motion generation,cs.cv cs.ai,"text-to-motion generation has recently garnered significant research interest, primarily focusing on generating human motion sequences in blank backgrounds. however, human motions commonly occur within diverse 3d scenes, which has prompted exploration into scene-aware text-to-motion generation methods. yet, existing scene-aware methods often rely on large-scale ground-truth motion sequences in diverse 3d scenes, which poses practical challenges due to the expensive cost. to mitigate this challenge, we are the first to propose a \textbf{t}raining-free \textbf{s}cene-aware \textbf{t}ext-to-\textbf{motion} framework, dubbed as \textbf{tstmotion}, that efficiently empowers pre-trained blank-background motion generators with the scene-aware capability. specifically, conditioned on the given 3d scene and text description, we adopt foundation models together to reason, predict and validate a scene-aware motion guidance. then, the motion guidance is incorporated into the blank-background motion generators with two modifications, resulting in scene-aware text-driven motion sequences. extensive experiments demonstrate the efficacy and generalizability of our proposed framework. we release our code in \href{https://tstmotion.github.io/}{project page}.",,2025-05-02,2025-05-05,"['ziyan guo', 'haoxuan qu', 'hossein rahmani', 'dewen soh', 'ping hu', 'qiuhong ke', 'jun liu']"
2505.01203,efficient vision-based vehicle speed estimation,cs.cv,"this paper presents a computationally efficient method for vehicle speed estimation from traffic camera footage. building upon previous work that utilizes 3d bounding boxes derived from 2d detections and vanishing point geometry, we introduce several improvements to enhance real-time performance. we evaluate our method in several variants on the brnocompspeed dataset in terms of vehicle detection and speed estimation accuracy. our extensive evaluation across various hardware platforms, including edge devices, demonstrates significant gains in frames per second (fps) compared to the prior state-of-the-art, while maintaining comparable or improved speed estimation accuracy. we analyze the trade-off between accuracy and computational cost, showing that smaller models utilizing post-training quantization offer the best balance for real-world deployment. our best performing model beats previous state-of-the-art in terms of median vehicle speed estimation error (0.58 km/h vs. 0.60 km/h), detection precision (91.02% vs 87.08%) and recall (91.14% vs. 83.32%) while also being 5.5 times faster.",,2025-05-02,,"['andrej macko', 'lukáš gajdošech', 'viktor kocur']"
2505.01207,t-graph: enhancing sparse-view camera pose estimation by pairwise   translation graph,cs.cv,"sparse-view camera pose estimation, which aims to estimate the 6-degree-of-freedom (6-dof) poses from a limited number of images captured from different viewpoints, is a fundamental yet challenging problem in remote sensing applications. existing methods often overlook the translation information between each pair of viewpoints, leading to suboptimal performance in sparse-view scenarios. to address this limitation, we introduce t-graph, a lightweight, plug-and-play module to enhance camera pose estimation in sparse-view settings. t-graph takes paired image features as input and maps them through a multilayer perceptron (mlp). it then constructs a fully connected translation graph, where nodes represent cameras and edges encode their translation relationships. it can be seamlessly integrated into existing models as an additional branch in parallel with the original prediction, maintaining efficiency and ease of use. furthermore, we introduce two pairwise translation representations, relative-t and pair-t, formulated under different local coordinate systems. while relative-t captures intuitive spatial relationships, pair-t offers a rotation-disentangled alternative. the two representations contribute to enhanced adaptability across diverse application scenarios, further improving our module's robustness. extensive experiments on two state-of-the-art methods (relpose++ and forge) using public datasets (c03d and imc phototourism) validate both the effectiveness and generalizability of t-graph. the results demonstrate consistent improvements across various metrics, notably camera center accuracy, which improves by 1% to 6% from 2 to 8 viewpoints.",,2025-05-02,,"['qingyu xian', 'weiqin jiao', 'hao cheng', 'berend jan van der zwaag', 'yanqiu huang']"
2505.01224,rd-uie: relation-driven state space modeling for underwater image   enhancement,cs.cv eess.iv,"underwater image enhancement (uie) is a critical preprocessing step for marine vision applications, where wavelength-dependent attenuation causes severe content degradation and color distortion. while recent state space models like mamba show potential for long-range dependency modeling, their unfolding operations and fixed scan paths on 1d sequences fail to adapt to local object semantics and global relation modeling, limiting their efficacy in complex underwater environments. to address this, we enhance conventional mamba with the sorting-based scanning mechanism that dynamically reorders scanning sequences based on statistical distribution of spatial correlation of all pixels. in this way, it encourages the network to prioritize the most informative components--structural and semantic features. upon building this mechanism, we devise a visually self-adaptive state block (vssb) that harmonizes dynamic sorting of mamba with input-dependent dynamic convolution, enabling coherent integration of global context and local relational cues. this exquisite design helps eliminate global focus bias, especially for widely distributed contents, which greatly weakens the statistical frequency. for robust feature extraction and refinement, we design a cross-feature bridge (cfb) to adaptively fuse multi-scale representations. these efforts compose the novel relation-driven mamba framework for effective uie (rd-uie). extensive experiments on underwater enhancement benchmarks demonstrate rd-uie outperforms the state-of-the-art approach wmamba in both quantitative metrics and visual fidelity, averagely achieving 0.55 db performance gain on the three benchmarks. our code is available at https://github.com/kkoucy/rd-uie/tree/main",,2025-05-02,,"['kui jiang', 'yan luo', 'junjun jiang', 'xin xu', 'fei ma', 'fei yu']"
2505.01225,core-set selection for data-efficient land cover segmentation,cs.cv,"the increasing accessibility of remotely sensed data and the potential of such data to inform large-scale decision-making has driven the development of deep learning models for many earth observation tasks. traditionally, such models must be trained on large datasets. however, the common assumption that broadly larger datasets lead to better outcomes tends to overlook the complexities of the data distribution, the potential for introducing biases and noise, and the computational resources required for processing and storing vast datasets. therefore, effective solutions should consider both the quantity and quality of data. in this paper, we propose six novel core-set selection methods for selecting important subsets of samples from remote sensing image segmentation datasets that rely on imagery only, labels only, and a combination of each. we benchmark these approaches against a random-selection baseline on three commonly used land cover classification datasets: dfc2022, vaihingen, and potsdam. in each of the datasets, we demonstrate that training on a subset of samples outperforms the random baseline, and some approaches outperform training on all available data. this result shows the importance and potential of data-centric learning for the remote sensing domain. the code is available at https://github.com/keillernogueira/data-centric-rs-classification/.",,2025-05-02,,"['keiller nogueira', 'akram zaytar', 'wanli ma', 'ribana roscher', 'ronny hänsch', 'caleb robinson', 'anthony ortiz', 'simone nsutezo', 'rahul dodhia', 'juan m. lavista ferres', 'oktay karakuş', 'paul l. rosin']"
2505.01235,compensating spatiotemporally inconsistent observations for online   dynamic 3d gaussian splatting,cs.cv,"online reconstruction of dynamic scenes is significant as it enables learning scenes from live-streaming video inputs, while existing offline dynamic reconstruction methods rely on recorded video inputs. however, previous online reconstruction approaches have primarily focused on efficiency and rendering quality, overlooking the temporal consistency of their results, which often contain noticeable artifacts in static regions. this paper identifies that errors such as noise in real-world recordings affect temporal inconsistency in online reconstruction. we propose a method that enhances temporal consistency in online reconstruction from observations with temporal inconsistency which is inevitable in cameras. we show that our method restores the ideal observation by subtracting the learned error. we demonstrate that applying our method to various baselines significantly enhances both temporal consistency and rendering quality across datasets. code, video results, and checkpoints are available at https://bbangsik13.github.io/or2.",10.1145/3721238.3730678,2025-05-02,,"['youngsik yun', 'jeongmin bae', 'hyunseung son', 'seoha kim', 'hahyun lee', 'gun bang', 'youngjung uh']"
2505.01239,can foundation models really segment tumors? a benchmarking odyssey in   lung ct imaging,eess.iv cs.cv,"accurate lung tumor segmentation is crucial for improving diagnosis, treatment planning, and patient outcomes in oncology. however, the complexity of tumor morphology, size, and location poses significant challenges for automated segmentation. this study presents a comprehensive benchmarking analysis of deep learning-based segmentation models, comparing traditional architectures such as u-net and deeplabv3, self-configuring models like nnunet, and foundation models like medsam, and medsam~2. evaluating performance across two lung tumor segmentation datasets, we assess segmentation accuracy and computational efficiency under various learning paradigms, including few-shot learning and fine-tuning. the results reveal that while traditional models struggle with tumor delineation, foundation models, particularly medsam~2, outperform them in both accuracy and computational efficiency. these findings underscore the potential of foundation models for lung tumor segmentation, highlighting their applicability in improving clinical workflows and patient outcomes.",,2025-05-02,,"['elena mulero ayllón', 'massimiliano mantegna', 'linlin shen', 'paolo soda', 'valerio guarrasi', 'matteo tortora']"
2505.01249,fusing foveal fixations using linear retinal transformations and   bayesian experimental design,cs.cv cs.lg,"humans (and many vertebrates) face the problem of fusing together multiple fixations of a scene in order to obtain a representation of the whole, where each fixation uses a high-resolution fovea and decreasing resolution in the periphery. in this paper we explicitly represent the retinal transformation of a fixation as a linear downsampling of a high-resolution latent image of the scene, exploiting the known geometry. this linear transformation allows us to carry out exact inference for the latent variables in factor analysis (fa) and mixtures of fa models of the scene. further, this allows us to formulate and solve the choice of ""where to look next"" as a bayesian experimental design problem using the expected information gain criterion. experiments on the frey faces and mnist datasets demonstrate the effectiveness of our models.",,2025-05-02,,['christopher k. i. williams']
2505.01257,cameltrack: context-aware multi-cue exploitation for online multi-object   tracking,cs.cv cs.lg,"online multi-object tracking has been recently dominated by tracking-by-detection (tbd) methods, where recent advances rely on increasingly sophisticated heuristics for tracklet representation, feature fusion, and multi-stage matching. the key strength of tbd lies in its modular design, enabling the integration of specialized off-the-shelf models like motion predictors and re-identification. however, the extensive usage of human-crafted rules for temporal associations makes these methods inherently limited in their ability to capture the complex interplay between various tracking cues. in this work, we introduce camel, a novel association module for context-aware multi-cue exploitation, that learns resilient association strategies directly from data, breaking free from hand-crafted heuristics while maintaining tbd's valuable modularity. at its core, camel employs two transformer-based modules and relies on a novel association-centric training scheme to effectively model the complex interactions between tracked targets and their various association cues. unlike end-to-end detection-by-tracking approaches, our method remains lightweight and fast to train while being able to leverage external off-the-shelf models. our proposed online tracking pipeline, cameltrack, achieves state-of-the-art performance on multiple tracking benchmarks. our code is available at https://github.com/trackinglaboratory/cameltrack.",,2025-05-02,,"['vladimir somers', 'baptiste standaert', 'victor joos', 'alexandre alahi', 'christophe de vleeschouwer']"
2505.01263,flowdubber: movie dubbing with llm-based semantic-aware learning and   flow matching based voice enhancing,cs.mm cs.cv cs.sd eess.as,"movie dubbing aims to convert scripts into speeches that align with the given movie clip in both temporal and emotional aspects while preserving the vocal timbre of a given brief reference audio. existing methods focus primarily on reducing the word error rate while ignoring the importance of lip-sync and acoustic quality. to address these issues, we propose a large language model (llm) based flow matching architecture for dubbing, named flowdubber, which achieves high-quality audio-visual sync and pronunciation by incorporating a large speech language model and dual contrastive aligning while achieving better acoustic quality via the proposed voice-enhanced flow matching than previous works. first, we introduce qwen2.5 as the backbone of llm to learn the in-context sequence from movie scripts and reference audio. then, the proposed semantic-aware learning focuses on capturing llm semantic knowledge at the phoneme level. next, dual contrastive aligning (dca) boosts mutual alignment with lip movement, reducing ambiguities where similar phonemes might be confused. finally, the proposed flow-based voice enhancing (fve) improves acoustic quality in two aspects, which introduces an llm-based acoustics flow matching guidance to strengthen clarity and uses affine style prior to enhance identity when recovering noise into mel-spectrograms via gradient vector field prediction. extensive experiments demonstrate that our method outperforms several state-of-the-art methods on two primary benchmarks. the demos are available at {\href{https://galaxycong.github.io/llm-flow-dubber/}{\textcolor{red}{https://galaxycong.github.io/llm-flow-dubber/}}}.",,2025-05-02,,"['gaoxiang cong', 'liang li', 'jiadong pan', 'zhedong zhang', 'amin beheshti', 'anton van den hengel', 'yuankai qi', 'qingming huang']"
2505.01267,diffusion-based adversarial purification from the perspective of the   frequency domain,cs.cv,"the diffusion-based adversarial purification methods attempt to drown adversarial perturbations into a part of isotropic noise through the forward process, and then recover the clean images through the reverse process. due to the lack of distribution information about adversarial perturbations in the pixel domain, it is often unavoidable to damage normal semantics. we turn to the frequency domain perspective, decomposing the image into amplitude spectrum and phase spectrum. we find that for both spectra, the damage caused by adversarial perturbations tends to increase monotonically with frequency. this means that we can extract the content and structural information of the original clean sample from the frequency components that are less damaged. meanwhile, theoretical analysis indicates that existing purification methods indiscriminately damage all frequency components, leading to excessive damage to the image. therefore, we propose a purification method that can eliminate adversarial perturbations while maximizing the preservation of the content and structure of the original image. specifically, at each time step during the reverse process, for the amplitude spectrum, we replace the low-frequency components of the estimated image's amplitude spectrum with the corresponding parts of the adversarial image. for the phase spectrum, we project the phase of the estimated image into a designated range of the adversarial image's phase spectrum, focusing on the low frequencies. empirical evidence from extensive experiments demonstrates that our method significantly outperforms most current defense methods.",,2025-05-02,,"['gaozheng pei', 'ke ma', 'yingfei sun', 'qianqian xu', 'qingming huang']"
2505.01313,a neural architecture search method using auxiliary evaluation metric   based on resnet architecture,cs.ne cs.cv,"this paper proposes a neural architecture search space using resnet as a framework, with search objectives including parameters for convolution, pooling, fully connected layers, and connectivity of the residual network. in addition to recognition accuracy, this paper uses the loss value on the validation set as a secondary objective for optimization. the experimental results demonstrate that the search space of this paper together with the optimisation approach can find competitive network architectures on the mnist, fashion-mnist and cifar100 datasets.",,2025-05-02,,"['shang wang', 'huanrong tang', 'jianquan ouyang']"
2505.01322,freeinsert: disentangled text-guided object insertion in 3d gaussian   scene without spatial priors,cs.cv,"text-driven object insertion in 3d scenes is an emerging task that enables intuitive scene editing through natural language. however, existing 2d editing-based methods often rely on spatial priors such as 2d masks or 3d bounding boxes, and they struggle to ensure consistency of the inserted object. these limitations hinder flexibility and scalability in real-world applications. in this paper, we propose freeinsert, a novel framework that leverages foundation models including mllms, lgms, and diffusion models to disentangle object generation from spatial placement. this enables unsupervised and flexible object insertion in 3d scenes without spatial priors. freeinsert starts with an mllm-based parser that extracts structured semantics, including object types, spatial relationships, and attachment regions, from user instructions. these semantics guide both the reconstruction of the inserted object for 3d consistency and the learning of its degrees of freedom. we leverage the spatial reasoning capabilities of mllms to initialize object pose and scale. a hierarchical, spatially aware refinement stage further integrates spatial semantics and mllm-inferred priors to enhance placement. finally, the appearance of the object is improved using the inserted-object image to enhance visual fidelity. experimental results demonstrate that freeinsert achieves semantically coherent, spatially precise, and visually realistic 3d insertions without relying on spatial priors, offering a user-friendly and flexible editing experience.",,2025-05-02,,"['chenxi li', 'weijie wang', 'qiang li', 'bruno lepri', 'nicu sebe', 'weizhi nie']"
2505.01364,monitoring morphometric drift in lifelong learning segmentation of the   spinal cord,cs.cv,"morphometric measures derived from spinal cord segmentations can serve as diagnostic and prognostic biomarkers in neurological diseases and injuries affecting the spinal cord. while robust, automatic segmentation methods to a wide variety of contrasts and pathologies have been developed over the past few years, whether their predictions are stable as the model is updated using new datasets has not been assessed. this is particularly important for deriving normative values from healthy participants. in this study, we present a spinal cord segmentation model trained on a multisite $(n=75)$ dataset, including 9 different mri contrasts and several spinal cord pathologies. we also introduce a lifelong learning framework to automatically monitor the morphometric drift as the model is updated using additional datasets. the framework is triggered by an automatic github actions workflow every time a new model is created, recording the morphometric values derived from the model's predictions over time. as a real-world application of the proposed framework, we employed the spinal cord segmentation model to update a recently-introduced normative database of healthy participants containing commonly used measures of spinal cord morphometry. results showed that: (i) our model outperforms previous versions and pathology-specific models on challenging lumbar spinal cord cases, achieving an average dice score of $0.95 \pm 0.03$; (ii) the automatic workflow for monitoring morphometric drift provides a quick feedback loop for developing future segmentation models; and (iii) the scaling factor required to update the database of morphometric measures is nearly constant among slices across the given vertebral levels, showing minimum drift between the current and previous versions of the model monitored by the framework. the model is freely available in spinal cord toolbox v7.0.",,2025-05-02,,"['enamundram naga karthik', 'sandrine bédard', 'jan valošek', 'christoph s. aigner', 'elise bannier', 'josef bednařík', 'virginie callot', 'anna combes', 'armin curt', 'gergely david', 'falk eippert', 'lynn farner', 'michael g fehlings', 'patrick freund', 'tobias granberg', 'cristina granziera', 'rhscir network imaging group', 'ulrike horn', 'tomáš horák', 'suzanne humphreys', 'markus hupp', 'anne kerbrat', 'nawal kinany', 'shannon kolind', 'petr kudlička', 'anna lebret', 'lisa eunyoung lee', 'caterina mainero', 'allan r. martin', 'megan mcgrath', 'govind nair', ""kristin p. o'grady"", 'jiwon oh', 'russell ouellette', 'nikolai pfender', 'dario pfyffer', 'pierre-françois pradat', 'alexandre prat', 'emanuele pravatà', 'daniel s. reich', 'ilaria ricchi', 'naama rotem-kohavi', 'simon schading-sassenhausen', 'maryam seif', 'andrew smith', 'seth a smith', 'grace sweeney', 'roger tam', 'anthony traboulsee', 'constantina andrada treaba', 'charidimos tsagkas', 'zachary vavasour', 'dimitri van de ville', 'kenneth arnold weber', 'sarath chandar', 'julien cohen-adad']"
2505.01385,global collinearity-aware polygonizer for polygonal building mapping in   remote sensing,cs.cv cs.lg,"this paper addresses the challenge of mapping polygonal buildings from remote sensing images and introduces a novel algorithm, the global collinearity-aware polygonizer (gcp). gcp, built upon an instance segmentation framework, processes binary masks produced by any instance segmentation model. the algorithm begins by collecting polylines sampled along the contours of the binary masks. these polylines undergo a refinement process using a transformer-based regression module to ensure they accurately fit the contours of the targeted building instances. subsequently, a collinearity-aware polygon simplification module simplifies these refined polylines and generate the final polygon representation. this module employs dynamic programming technique to optimize an objective function that balances the simplicity and fidelity of the polygons, achieving globally optimal solutions. furthermore, the optimized collinearity-aware objective is seamlessly integrated into network training, enhancing the cohesiveness of the entire pipeline. the effectiveness of gcp has been validated on two public benchmarks for polygonal building mapping. further experiments reveal that applying the collinearity-aware polygon simplification module to arbitrary polylines, without prior knowledge, enhances accuracy over traditional methods such as the douglas-peucker algorithm. this finding underscores the broad applicability of gcp. the code for the proposed method will be made available at https://github.com/zhu-xlab.",,2025-05-02,,"['fahong zhang', 'yilei shi', 'xiao xiang zhu']"
2505.0139,multimodal doctor-in-the-loop: a clinically-guided explainable framework   for predicting pathological response in non-small cell lung cancer,cs.cv cs.ai cs.lg,"this study proposes a novel approach combining multimodal deep learning with intrinsic explainable artificial intelligence techniques to predict pathological response in non-small cell lung cancer patients undergoing neoadjuvant therapy. due to the limitations of existing radiomics and unimodal deep learning approaches, we introduce an intermediate fusion strategy that integrates imaging and clinical data, enabling efficient interaction between data modalities. the proposed multimodal doctor-in-the-loop method further enhances clinical relevance by embedding clinicians' domain knowledge directly into the training process, guiding the model's focus gradually from broader lung regions to specific lesions. results demonstrate improved predictive accuracy and explainability, providing insights into optimal data integration strategies for clinical applications.",,2025-05-02,,"['alice natalina caragliano', 'claudia tacconi', 'carlo greco', 'lorenzo nibid', 'edy ippolito', 'michele fiore', 'giuseppe perrone', 'sara ramella', 'paolo soda', 'valerio guarrasi']"
2505.01406,vidstamp: a temporally-aware watermark for ownership and integrity in   video diffusion models,cs.cv cs.cr cs.lg,"the rapid rise of video diffusion models has enabled the generation of highly realistic and temporally coherent videos, raising critical concerns about content authenticity, provenance, and misuse. existing watermarking approaches, whether passive, post-hoc, or adapted from image-based techniques, often struggle to withstand video-specific manipulations such as frame insertion, dropping, or reordering, and typically degrade visual quality. in this work, we introduce vidstamp, a watermarking framework that embeds per-frame or per-segment messages directly into the latent space of temporally-aware video diffusion models. by fine-tuning the model's decoder through a two-stage pipeline, first on static image datasets to promote spatial message separation, and then on synthesized video sequences to restore temporal consistency, vidstamp learns to embed high-capacity, flexible watermarks with minimal perceptual impact. leveraging architectural components such as 3d convolutions and temporal attention, our method imposes no additional inference cost and offers better perceptual quality than prior methods, while maintaining comparable robustness against common distortions and tampering. vidstamp embeds 768 bits per video (48 bits per frame) with a bit accuracy of 95.0%, achieves a log p-value of -166.65 (lower is better), and maintains a video quality score of 0.836, comparable to unwatermarked outputs (0.838) and surpassing prior methods in capacity-quality tradeoffs. code: code: \url{https://github.com/spin-umass/vidstamp}",,2025-05-02,,"['mohammadreza teymoorianfard', 'shiqing ma', 'amir houmansadr']"
2505.01425,genmo: a generalist model for human motion,cs.gr cs.ai cs.cv cs.lg cs.ro,"human motion modeling traditionally separates motion generation and estimation into distinct tasks with specialized models. motion generation models focus on creating diverse, realistic motions from inputs like text, audio, or keyframes, while motion estimation models aim to reconstruct accurate motion trajectories from observations like videos. despite sharing underlying representations of temporal dynamics and kinematics, this separation limits knowledge transfer between tasks and requires maintaining separate models. we present genmo, a unified generalist model for human motion that bridges motion estimation and generation in a single framework. our key insight is to reformulate motion estimation as constrained motion generation, where the output motion must precisely satisfy observed conditioning signals. leveraging the synergy between regression and diffusion, genmo achieves accurate global motion estimation while enabling diverse motion generation. we also introduce an estimation-guided training objective that exploits in-the-wild videos with 2d annotations and text descriptions to enhance generative diversity. furthermore, our novel architecture handles variable-length motions and mixed multimodal conditions (text, audio, video) at different time intervals, offering flexible control. this unified approach creates synergistic benefits: generative priors improve estimated motions under challenging conditions like occlusions, while diverse video data enhances generation capabilities. extensive experiments demonstrate genmo's effectiveness as a generalist framework that successfully handles multiple human motion tasks within a single model.",,2025-05-02,,"['jiefeng li', 'jinkun cao', 'haotian zhang', 'davis rempe', 'jan kautz', 'umar iqbal', 'ye yuan']"
2505.0149,worldgenbench: a world-knowledge-integrated benchmark for   reasoning-driven text-to-image generation,cs.cv,"recent advances in text-to-image (t2i) generation have achieved impressive results, yet existing models still struggle with prompts that require rich world knowledge and implicit reasoning: both of which are critical for producing semantically accurate, coherent, and contextually appropriate images in real-world scenarios. to address this gap, we introduce \textbf{worldgenbench}, a benchmark designed to systematically evaluate t2i models' world knowledge grounding and implicit inferential capabilities, covering both the humanities and nature domains. we propose the \textbf{knowledge checklist score}, a structured metric that measures how well generated images satisfy key semantic expectations. experiments across 21 state-of-the-art models reveal that while diffusion models lead among open-source methods, proprietary auto-regressive models like gpt-4o exhibit significantly stronger reasoning and knowledge integration. our findings highlight the need for deeper understanding and inference capabilities in next-generation t2i systems. project page: \href{https://dwanzhang-ai.github.io/worldgenbench/}{https://dwanzhang-ai.github.io/worldgenbench/}",,2025-05-02,,"['daoan zhang', 'che jiang', 'ruoshi xu', 'biaoxiang chen', 'zijian jin', 'yutian lu', 'jianguo zhang', 'liang yong', 'jiebo luo', 'shengda luo']"
2505.0153,automated parsing of engineering drawings for structured information   extraction using a fine-tuned document understanding transformer,cs.cv cs.ai,"accurate extraction of key information from 2d engineering drawings is crucial for high-precision manufacturing. manual extraction is time-consuming and error-prone, while traditional optical character recognition (ocr) techniques often struggle with complex layouts and overlapping symbols, resulting in unstructured outputs. to address these challenges, this paper proposes a novel hybrid deep learning framework for structured information extraction by integrating an oriented bounding box (obb) detection model with a transformer-based document parsing model (donut). an in-house annotated dataset is used to train yolov11 for detecting nine key categories: geometric dimensioning and tolerancing (gd&t), general tolerances, measures, materials, notes, radii, surface roughness, threads, and title blocks. detected obbs are cropped into images and labeled to fine-tune donut for structured json output. fine-tuning strategies include a single model trained across all categories and category-specific models. results show that the single model consistently outperforms category-specific ones across all evaluation metrics, achieving higher precision (94.77% for gd&t), recall (100% for most), and f1 score (97.3%), while reducing hallucination (5.23%). the proposed framework improves accuracy, reduces manual effort, and supports scalable deployment in precision-driven industries.",,2025-05-02,,"['muhammad tayyab khan', 'zane yong', 'lequn chen', 'jun ming tan', 'wenhe feng', 'seung ki moon']"
2505.01548,rethinking rgb-event semantic segmentation with a novel bidirectional   motion-enhanced event representation,cs.cv,"event cameras capture motion dynamics, offering a unique modality with great potential in various computer vision tasks. however, rgb-event fusion faces three intrinsic misalignments: (i) temporal, (ii) spatial, and (iii) modal misalignment. existing voxel grid representations neglect temporal correlations between consecutive event windows, and their formulation with simple accumulation of asynchronous and sparse events is incompatible with the synchronous and dense nature of rgb modality. to tackle these challenges, we propose a novel event representation, motion-enhanced event tensor (met), which transforms sparse event voxels into a dense and temporally coherent form by leveraging dense optical flows and event temporal features. in addition, we introduce a frequency-aware bidirectional flow aggregation module (bfam) and a temporal fusion module (tfm). bfam leverages the frequency domain and met to mitigate modal misalignment, while bidirectional flow aggregation and temporal fusion mechanisms resolve spatiotemporal misalignment. experimental results on two large-scale datasets demonstrate that our framework significantly outperforms state-of-the-art rgb-event semantic segmentation approaches. our code is available at: https://github.com/zyaocoder/brenet.",,2025-05-02,,"['zhen yao', 'xiaowen ying', 'mooi choo chuah']"
2505.01558,a sensor agnostic domain generalization framework for leveraging   geospatial foundation models: enhancing semantic segmentation viasynergistic   pseudo-labeling and generative learning,cs.cv,"remote sensing enables a wide range of critical applications such as land cover and land use mapping, crop yield prediction, and environmental monitoring. advances in satellite technology have expanded remote sensing datasets, yet high-performance segmentation models remain dependent on extensive labeled data, challenged by annotation scarcity and variability across sensors, illumination, and geography. domain adaptation offers a promising solution to improve model generalization. this paper introduces a domain generalization approach to leveraging emerging geospatial foundation models by combining soft-alignment pseudo-labeling with source-to-target generative pre-training. we further provide new mathematical insights into mae-based generative learning for domain-invariant feature learning. experiments with hyperspectral and multispectral remote sensing datasets confirm our method's effectiveness in enhancing adaptability and segmentation.",,2025-05-02,,"['anan yaghmour', 'melba m. crawford', 'saurabh prasad']"
2505.01578,grounding task assistance with multimodal cues from a single   demonstration,cs.cv,"a person's demonstration often serves as a key reference for others learning the same task. however, rgb video, the dominant medium for representing these demonstrations, often fails to capture fine-grained contextual cues such as intent, safety-critical environmental factors, and subtle preferences embedded in human behavior. this sensory gap fundamentally limits the ability of vision language models (vlms) to reason about why actions occur and how they should adapt to individual users. to address this, we introduce mica (multimodal interactive contextualized assistance), a framework that improves conversational agents for task assistance by integrating eye gaze and speech cues. mica segments demonstrations into meaningful sub-tasks and extracts keyframes and captions that capture fine-grained intent and user-specific cues, enabling richer contextual grounding for visual question answering. evaluations on questions derived from real-time chat-assisted task replication show that multimodal cues significantly improve response quality over frame-based retrieval. notably, gaze cues alone achieves 93% of speech performance, and their combination yields the highest accuracy. task type determines the effectiveness of implicit (gaze) vs. explicit (speech) cues, underscoring the need for adaptable multimodal models. these results highlight the limitations of frame-based context and demonstrate the value of multimodal signals for real-world ai task assistance.",,2025-05-02,,"['gabriel sarch', 'balasaravanan thoravi kumaravel', 'sahithya ravi', 'vibhav vineet', 'andrew d. wilson']"
2505.01583,tempura: temporal event masked prediction and understanding for   reasoning in action,cs.cv cs.ai,"understanding causal event relationships and achieving fine-grained temporal grounding in videos remain challenging for vision-language models. existing methods either compress video tokens to reduce temporal resolution, or treat videos as unsegmented streams, which obscures fine-grained event boundaries and limits the modeling of causal dependencies. we propose tempura (temporal event masked prediction and understanding for reasoning in action), a two-stage training framework that enhances video temporal understanding. tempura first applies masked event prediction reasoning to reconstruct missing events and generate step-by-step causal explanations from dense event annotations, drawing inspiration from effective infilling techniques. tempura then learns to perform video segmentation and dense captioning to decompose videos into non-overlapping events with detailed, timestamp-aligned descriptions. we train tempura on ver, a large-scale dataset curated by us that comprises 1m training instances and 500k videos with temporally aligned event descriptions and structured reasoning steps. experiments on temporal grounding and highlight detection benchmarks demonstrate that tempura outperforms strong baseline models, confirming that integrating causal reasoning with fine-grained temporal segmentation leads to improved video understanding.",,2025-05-02,,"['jen-hao cheng', 'vivian wang', 'huayu wang', 'huapeng zhou', 'yi-hao peng', 'hou-i liu', 'hsiang-wei huang', 'kuang-ming chen', 'cheng-yen yang', 'wenhao chai', 'yi-ling chen', 'vibhav vineet', 'qin cai', 'jenq-neng hwang']"
2505.01615,multimodal and multiview deep fusion for autonomous marine navigation,cs.cv cs.ai,we propose a cross attention transformer based method for multimodal sensor fusion to build a birds eye view of a vessels surroundings supporting safer autonomous marine navigation. the model deeply fuses multiview rgb and long wave infrared images with sparse lidar point clouds. training also integrates x band radar and electronic chart data to inform predictions. the resulting view provides a detailed reliable scene representation improving navigational accuracy and robustness. real world sea trials confirm the methods effectiveness even in adverse weather and complex maritime settings.,,2025-05-02,,"['dimitrios dagdilelis', 'panagiotis grigoriadis', 'roberto galeazzi']"
