id,title,categories,abstract,doi,created,updated,authors
2504.00159,sonarsplat: novel view synthesis of imaging sonar via gaussian splatting,cs.cv,"in this paper, we present sonarsplat, a novel gaussian splatting framework for imaging sonar that demonstrates realistic novel view synthesis and models acoustic streaking phenomena. our method represents the scene as a set of 3d gaussians with acoustic reflectance and saturation properties. we develop a novel method to efficiently rasterize gaussians to produce a range/azimuth image that is faithful to the acoustic image formation model of imaging sonar. in particular, we develop a novel approach to model azimuth streaking in a gaussian splatting framework. we evaluate sonarsplat using real-world datasets of sonar images collected from an underwater robotic platform in a controlled test tank and in a real-world river environment. compared to the state-of-the-art, sonarsplat offers improved image synthesis capabilities (+3.2 db psnr) and more accurate 3d reconstruction (52% lower chamfer distance). we also demonstrate that sonarsplat can be leveraged for azimuth streak removal.",,2025-03-31,2025-05-04,"['advaith v. sethuraman', 'max rucker', 'onur bagoren', 'pou-chun kung', 'nibarkavi n. b. amutha', 'katherine a. skinner']"
2504.00879,gise-ttt:a framework for global informationsegmentation and enhancement,cs.cv,"this paper addresses the challenge of capturing global temporaldependencies in long video sequences for video object segmentation (vos). existing architectures often fail to effectively model these dependencies acrossextended temporal horizons. to overcome this limitation, we introduce gise-ttt, anovel architecture that integrates temporal transformer (ttt) layers intotransformer-based frameworks through a co-designed hierarchical approach.the tttlayer systematically condenses historical temporal information into hidden states thatencode globally coherent contextual representations. by leveraging multi-stagecontextual aggregation through hierarchical concatenation, our frameworkprogressively refines spatiotemporal dependencies across network layers. this designrepresents the first systematic empirical evidence that distributing global informationacross multiple network layers is critical for optimal dependency utilization in videosegmentation tasks.ablation studies demonstrate that incorporating ttt modules athigh-level feature stages significantly enhances global modeling capabilities, therebyimproving the network's ability to capture long-range temporal relationships. extensive experiments on davis 2017 show that gise-ttt achieves a 3.2%improvement in segmentation accuracy over the baseline model, providingcomprehensive evidence that global information should be strategically leveragedthroughout the network architecture.the code will be made available at:https://github.com/uuool/gise-ttt.",,2025-04-01,2025-04-29,"['fenglei hao', 'yuliang yang', 'ruiyuan su', 'zhengran zhao', 'yukun qiao', 'mengyu zhu']"
2504.02287,multisensor-home: a wide-area multi-modal multi-view dataset for action   recognition and transformer-based sensor fusion,cs.cv,"multi-modal multi-view action recognition is a rapidly growing field in computer vision, offering significant potential for applications in surveillance. however, current datasets often fail to address real-world challenges such as wide-area distributed settings, asynchronous data streams, and the lack of frame-level annotations. furthermore, existing methods face difficulties in effectively modeling inter-view relationships and enhancing spatial feature learning. in this paper, we introduce the multisensor-home dataset, a novel benchmark designed for comprehensive action recognition in home environments, and also propose the multi-modal multi-view transformer-based sensor fusion (multitsf) method. the proposed multisensor-home dataset features untrimmed videos captured by distributed sensors, providing high-resolution rgb and audio data along with detailed multi-view frame-level action labels. the proposed multitsf method leverages a transformer-based fusion mechanism to dynamically model inter-view relationships. furthermore, the proposed method integrates a human detection module to enhance spatial feature learning, guiding the model to prioritize frames with human activity to enhance action the recognition accuracy. experiments on the proposed multisensor-home and the existing mm-office datasets demonstrate the superiority of multitsf over the state-of-the-art methods. quantitative and qualitative results highlight the effectiveness of the proposed method in advancing real-world multi-modal multi-view action recognition. the source code is available at https://github.com/thanhhff/multitsf.",,2025-04-03,2025-05-07,"['trung thanh nguyen', 'yasutomo kawanishi', 'vijay john', 'takahiro komamizu', 'ichiro ide']"
2504.02782,gpt-imgeval: a comprehensive benchmark for diagnosing gpt4o in image   generation,cs.cv,"the recent breakthroughs in openai's gpt4o model have demonstrated surprisingly good capabilities in image generation and editing, resulting in significant excitement in the community. this technical report presents the first-look evaluation benchmark (named gpt-imgeval), quantitatively and qualitatively diagnosing gpt-4o's performance across three critical dimensions: (1) generation quality, (2) editing proficiency, and (3) world knowledge-informed semantic synthesis. across all three tasks, gpt-4o demonstrates strong performance, significantly surpassing existing methods in both image generation control and output quality, while also showcasing exceptional knowledge reasoning capabilities. furthermore, based on the gpt-4o's generated data, we propose a classification-model-based approach to investigate the underlying architecture of gpt-4o, where our empirical results suggest the model consists of an auto-regressive (ar) combined with a diffusion-based head for image decoding, rather than the var-like architectures. we also provide a complete speculation on gpt-4o's overall architecture. in addition, we conduct a series of analyses to identify and visualize gpt-4o's specific limitations and the synthetic artifacts commonly observed in its image generation. we also present a comparative study of multi-round image editing between gpt-4o and gemini 2.0 flash, and discuss the safety implications of gpt-4o's outputs, particularly their detectability by existing image forensic models. we hope that our work can offer valuable insight and provide a reliable benchmark to guide future research, foster reproducibility, and accelerate innovation in the field of image generation and beyond. the codes and datasets used for evaluating gpt-4o can be found at https://github.com/picotrex/gpt-imgeval.",,2025-04-03,2025-05-02,"['zhiyuan yan', 'junyan ye', 'weijia li', 'zilong huang', 'shenghai yuan', 'xiangyang he', 'kaiqing lin', 'jun he', 'conghui he', 'li yuan']"
2504.03471,dynamic importance in diffusion u-net for enhanced image synthesis,cs.cv,"traditional diffusion models typically employ a u-net architecture. previous studies have unveiled the roles of attention blocks in the u-net. however, they overlook the dynamic evolution of their importance during the inference process, which hinders their further exploitation to improve image applications. in this study, we first theoretically proved that, re-weighting the outputs of the transformer blocks within the u-net is a ""free lunch"" for improving the signal-to-noise ratio during the sampling process. next, we proposed importance probe to uncover and quantify the dynamic shifts in importance of the transformer blocks throughout the denoising process. finally, we design an adaptive importance-based re-weighting schedule tailored to specific image generation and editing tasks. experimental results demonstrate that, our approach significantly improves the efficiency of the inference process, and enhances the aesthetic quality of the samples with identity consistency. our method can be seamlessly integrated into any u-net-based architecture. code: https://github.com/hytidel/unetreweighting",,2025-04-04,2025-05-05,"['xi wang', 'ziqi he', 'yang zhou']"
2504.04318,variational self-supervised learning,cs.lg cs.cv,"we present variational self-supervised learning (vssl), a novel framework that combines variational inference with self-supervised learning to enable efficient, decoder-free representation learning. unlike traditional vaes that rely on input reconstruction via a decoder, vssl symmetrically couples two encoders with gaussian outputs. a momentum-updated teacher network defines a dynamic, data-dependent prior, while the student encoder produces an approximate posterior from augmented views. the reconstruction term in the elbo is replaced with a cross-view denoising objective, preserving the analytical tractability of gaussian kl divergence. we further introduce cosine-based formulations of kl and log-likelihood terms to enhance semantic alignment in high-dimensional latent spaces. experiments on cifar-10, cifar-100, and imagenet-100 show that vssl achieves competitive or superior performance to leading self-supervised methods, including byol and moco v3. vssl offers a scalable, probabilistically grounded approach to learning transferable representations without generative reconstruction, bridging the gap between variational modeling and modern self-supervised techniques.",,2025-04-05,2025-05-01,"['mehmet can yavuz', 'berrin yanikoglu']"
2504.04519,sam2mot: a novel paradigm of multi-object tracking by segmentation,cs.cv,"segment anything 2 (sam2) enables robust single-object tracking using segmentation. to extend this to multi-object tracking (mot), we propose sam2mot, introducing a novel tracking by segmentation paradigm. unlike tracking by detection or tracking by query, sam2mot directly generates tracking boxes from segmentation masks, reducing reliance on detection accuracy. sam2mot has two key advantages: zero-shot generalization, allowing it to work across datasets without fine-tuning, and strong object association, inherited from sam2. to further improve performance, we integrate a trajectory manager system for precise object addition and removal, and a cross-object interaction module to handle occlusions. experiments on dancetrack, uavdt, and bdd100k show state-of-the-art results. notably, sam2mot outperforms existing methods on dancetrack by +2.1 hota and +4.5 idf1, highlighting its effectiveness in mot. code is available at https://github.com/triplejoy/sam2mot.",,2025-04-06,2025-05-05,"['junjie jiang', 'zelin wang', 'manqi zhao', 'yin li', 'dongsheng jiang']"
2504.05184,msa-unet3+: multi-scale attention unet3+ with new supervised   prototypical contrastive loss for coronary dsa image segmentation,cs.cv,"accurate segmentation of coronary digital subtraction angiography images is essential to diagnose and treat coronary artery diseases. despite advances in deep learning, challenges such as high intra-class variance and class imbalance limit precise vessel delineation. most existing approaches for coronary dsa segmentation cannot address these issues. also, existing segmentation network's encoders do not directly generate semantic embeddings, which could enable the decoder to reconstruct segmentation masks effectively from these well-defined features. we propose a supervised prototypical contrastive loss that fuses supervised and prototypical contrastive learning to enhance coronary dsa image segmentation. the supervised contrastive loss enforces semantic embeddings in the encoder, improving feature differentiation. the prototypical contrastive loss allows the model to focus on the foreground class while alleviating the high intra-class variance and class imbalance problems by concentrating only on the hard-to-classify background samples. we implement the proposed spcl loss within an msa-unet3+: a multi-scale attention-enhanced unet3+ architecture. the architecture integrates key components: a multi-scale attention encoder and a multi-scale dilated bottleneck designed to enhance multi-scale feature extraction and a contextual attention fusion module built to keep fine-grained details while improving contextual understanding. experiments on a private coronary dsa dataset show that msa-unet3+ outperforms state-of-the-art methods, achieving the highest dice coefficient and f1-score and significantly reducing asd and acd. the developed framework provides clinicians with precise vessel segmentation, enabling accurate identification of coronary stenosis and supporting informed diagnostic and therapeutic decisions. the code will be released at https://github.com/rayanmerghani/msa-unet3plus.",,2025-04-07,2025-05-06,"['rayan merghani ahmed', 'adnan iltaf', 'mohamed elmanna', 'gang zhao', 'hongliang li', 'yue du', 'bin li', 'shoujun zhou']"
2504.05304,gaussian mixture flow matching models,cs.lg cs.cv,"diffusion models approximate the denoising distribution as a gaussian and predict its mean, whereas flow matching models reparameterize the gaussian mean as flow velocity. however, they underperform in few-step sampling due to discretization error and tend to produce over-saturated colors under classifier-free guidance (cfg). to address these limitations, we propose a novel gaussian mixture flow matching (gmflow) model: instead of predicting the mean, gmflow predicts dynamic gaussian mixture (gm) parameters to capture a multi-modal flow velocity distribution, which can be learned with a kl divergence loss. we demonstrate that gmflow generalizes previous diffusion and flow matching models where a single gaussian is learned with an $l_2$ denoising loss. for inference, we derive gm-sde/ode solvers that leverage analytic denoising distributions and velocity fields for precise few-step sampling. furthermore, we introduce a novel probabilistic guidance scheme that mitigates the over-saturation issues of cfg and improves image generation quality. extensive experiments demonstrate that gmflow consistently outperforms flow matching baselines in generation quality, achieving a precision of 0.942 with only 6 sampling steps on imagenet 256$\times$256.",,2025-04-07,2025-05-01,"['hansheng chen', 'kai zhang', 'hao tan', 'zexiang xu', 'fujun luan', 'leonidas guibas', 'gordon wetzstein', 'sai bi']"
2504.06675,probability density geodesics in image diffusion latent space,cs.cv,"diffusion models indirectly estimate the probability density over a data space, which can be used to study its structure. in this work, we show that geodesics can be computed in diffusion latent space, where the norm induced by the spatially-varying inner product is inversely proportional to the probability density. in this formulation, a path that traverses a high density (that is, probable) region of image latent space is shorter than the equivalent path through a low density region. we present algorithms for solving the associated initial and boundary value problems and show how to compute the probability density along the path and the geodesic distance between two points. using these techniques, we analyze how closely video clips approximate geodesics in a pre-trained image diffusion space. finally, we demonstrate how these techniques can be applied to training-free image sequence interpolation and extrapolation, given a pre-trained image diffusion model.",,2025-04-09,2025-05-06,"['qingtao yu', 'jaskirat singh', 'zhaoyuan yang', 'peter henry tu', 'jing zhang', 'hongdong li', 'richard hartley', 'dylan campbell']"
2504.07392,id-booth: identity-consistent face generation with diffusion models,cs.cv,"recent advances in generative modeling have enabled the generation of high-quality synthetic data that is applicable in a variety of domains, including face recognition. here, state-of-the-art generative models typically rely on conditioning and fine-tuning of powerful pretrained diffusion models to facilitate the synthesis of realistic images of a desired identity. yet, these models often do not consider the identity of subjects during training, leading to poor consistency between generated and intended identities. in contrast, methods that employ identity-based training objectives tend to overfit on various aspects of the identity, and in turn, lower the diversity of images that can be generated. to address these issues, we present in this paper a novel generative diffusion-based framework, called id-booth. id-booth consists of a denoising network responsible for data generation, a variational auto-encoder for mapping images to and from a lower-dimensional latent space and a text encoder that allows for prompt-based control over the generation procedure. the framework utilizes a novel triplet identity training objective and enables identity-consistent image generation while retaining the synthesis capabilities of pretrained diffusion models. experiments with a state-of-the-art latent diffusion model and diverse prompts reveal that our method facilitates better intra-identity consistency and inter-identity separability than competing methods, while achieving higher image diversity. in turn, the produced data allows for effective augmentation of small-scale datasets and training of better-performing recognition models in a privacy-preserving manner. the source code for the id-booth framework is publicly available at https://github.com/dariant/id-booth.",,2025-04-09,2025-05-04,"['darian tomašević', 'fadi boutros', 'chenhao lin', 'naser damer', 'vitomir štruc', 'peter peer']"
2504.07606,heart failure prediction using modal decomposition and masked   autoencoders for scarce echocardiography databases,eess.iv cs.cv,"heart diseases constitute the main cause of international human defunction. according to the world health organization (who), approximately 18 million deaths happen each year due to precisely heart diseases. in particular, heart failures (hf) press the healthcare industry to develop systems for their early, rapid, and effective prediction. this work presents an automatic system based on a novel deep learning framework which analyses in real-time echocardiography video sequences for the challenging and more specific task of heart failure time prediction. this system works in two stages. the first one transforms the data from a database of echocardiography video sequences into a machine learning-compatible collection of annotated images which can be used in the training phase of any machine learning-based framework, including a deep learning-based one. this stage includes the use of the higher order dynamic mode decomposition (hodmd) algorithm for both data augmentation and feature extraction. the second stage builds and trains a vision transformer (vit). self-supervised learning (ssl) methods, so far barely explored in the literature about heart failure prediction, are adopted to effectively train the vit from scratch, even with scarce databases. the designed neural network analyses images from echocardiography sequences to estimate the time in which a heart failure will happen. the results obtained show the efficacy of the hodmd algorithm and the superiority of the proposed system with respect to several established vit and convolutional neural network (cnn) architectures. the source code will be incorporated into the next version release of the modelflows-app software (https://github.com/modelflows/modelflows-app).",,2025-04-10,2025-05-06,"['andrés bell-navas', 'maría villalba-orero', 'enrique lara-pezzi', 'jesús garicano-mena', 'soledad le clainche']"
2504.08280,pne-sgan: probabilistic ndt-enhanced semantic graph attention network   for lidar loop closure detection,cs.cv cs.ro,"lidar loop closure detection (lcd) is crucial for consistent simultaneous localization and mapping (slam) but faces challenges in robustness and accuracy. existing methods, including semantic graph approaches, often suffer from coarse geometric representations and lack temporal robustness against noise, dynamics, and viewpoint changes. we introduce pne-sgan, a probabilistic ndt-enhanced semantic graph attention network, to overcome these limitations. pne-sgan enhances semantic graphs by using normal distributions transform (ndt) covariance matrices as rich, discriminative geometric node features, processed via a graph attention network (gat). crucially, it integrates graph similarity scores into a probabilistic temporal filtering framework (modeled as an hmm/bayes filter), incorporating uncertain odometry for motion modeling and utilizing forward-backward smoothing to effectively handle ambiguities. evaluations on challenging kitti sequences (00 and 08) demonstrate state-of-the-art performance, achieving average precision of 96.2\% and 95.1\%, respectively. pne-sgan significantly outperforms existing methods, particularly in difficult bidirectional loop scenarios where others falter. by synergizing detailed ndt geometry with principled probabilistic temporal reasoning, pne-sgan offers a highly accurate and robust solution for lidar lcd, enhancing slam reliability in complex, large-scale environments.",,2025-04-11,2025-05-06,"['xiong li', 'shulei liu', 'xingning chen', 'yisong wu', 'dong zhu']"
2504.08603,findanything: open-vocabulary and object-centric mapping for robot   exploration in any environment,cs.ro cs.ai cs.cv,"geometrically accurate and semantically expressive map representations have proven invaluable to facilitate robust and safe mobile robot navigation and task planning. nevertheless, real-time, open-vocabulary semantic understanding of large-scale unknown environments is still an open problem. in this paper we present findanything, an open-world mapping and exploration framework that incorporates vision-language information into dense volumetric submaps. thanks to the use of vision-language features, findanything bridges the gap between pure geometric and open-vocabulary semantic information for a higher level of understanding while allowing to explore any environment without the help of any external source of ground-truth pose information. we represent the environment as a series of volumetric occupancy submaps, resulting in a robust and accurate map representation that deforms upon pose updates when the underlying slam system corrects its drift, allowing for a locally consistent representation between submaps. pixel-wise vision-language features are aggregated from efficient sam (esam)-generated segments, which are in turn integrated into object-centric volumetric submaps, providing a mapping from open-vocabulary queries to 3d geometry that is scalable also in terms of memory usage. the open-vocabulary map representation of findanything achieves state-of-the-art semantic accuracy in closed-set evaluations on the replica dataset. this level of scene understanding allows a robot to explore environments based on objects or areas of interest selected via natural language queries. our system is the first of its kind to be deployed on resource-constrained devices, such as mavs, leveraging vision-language information for real-world robotic tasks.",,2025-04-11,2025-05-08,"['sebastián barbas laina', 'simon boche', 'sotiris papatheodorou', 'simon schaefer', 'jaehyung jung', 'stefan leutenegger']"
2504.08685,seaweed-7b: cost-effective training of video generation foundation model,cs.cv cs.ai,"this technical report presents a cost-efficient strategy for training a video generation foundation model. we present a mid-sized research model with approximately 7 billion parameters (7b) called seaweed-7b trained from scratch using 665,000 h100 gpu hours. despite being trained with moderate computational resources, seaweed-7b demonstrates highly competitive performance compared to contemporary video generation models of much larger size. design choices are especially crucial in a resource-constrained setting. this technical report highlights the key design decisions that enhance the performance of the medium-sized diffusion model. empirically, we make two observations: (1) seaweed-7b achieves performance comparable to, or even surpasses, larger models trained on substantially greater gpu resources, and (2) our model, which exhibits strong generalization ability, can be effectively adapted across a wide range of downstream applications either by lightweight fine-tuning or continue training. see the project page at https://seaweed.video/",,2025-04-11,2025-05-04,"['team seawead', 'ceyuan yang', 'zhijie lin', 'yang zhao', 'shanchuan lin', 'zhibei ma', 'haoyuan guo', 'hao chen', 'lu qi', 'sen wang', 'feng cheng', 'feilong zuo', 'xuejiao zeng', 'ziyan yang', 'fangyuan kong', 'meng wei', 'zhiwu qing', 'fei xiao', 'tuyen hoang', 'siyu zhang', 'peihao zhu', 'qi zhao', 'jiangqiao yan', 'liangke gui', 'sheng bi', 'jiashi li', 'yuxi ren', 'rui wang', 'huixia li', 'xuefeng xiao', 'shu liu', 'feng ling', 'heng zhang', 'houmin wei', 'huafeng kuang', 'jerry duncan', 'junda zhang', 'junru zheng', 'li sun', 'manlin zhang', 'renfei sun', 'xiaobin zhuang', 'xiaojie li', 'xin xia', 'xuyan chi', 'yanghua peng', 'yuping wang', 'yuxuan wang', 'zhongkai zhao', 'zhuo chen', 'zuquan song', 'zhenheng yang', 'jiashi feng', 'jianchao yang', 'lu jiang']"
2504.08982,adaptive additive parameter updates of vision transformers for few-shot   continual learning,cs.cv,"integrating new class information without losing previously acquired knowledge remains a central challenge in artificial intelligence, often referred to as catastrophic forgetting. few-shot class incremental learning (fscil) addresses this by first training a model on a robust dataset of base classes and then incrementally adapting it in successive sessions using only a few labeled examples per novel class. however, this approach is prone to overfitting on the limited new data, which can compromise overall performance and exacerbate forgetting. in this work, we propose a simple yet effective novel fscil framework that leverages a frozen vision transformer (vit) backbone augmented with parameter-efficient additive updates. our approach freezes the pre-trained vit parameters and selectively injects trainable weights into the self-attention modules via an additive update mechanism. this design updates only a small subset of parameters to accommodate new classes without sacrificing the representations learned during the base session. by fine-tuning a limited number of parameters, our method preserves the generalizable features in the frozen vit while reducing the risk of overfitting. furthermore, as most parameters remain fixed, the model avoids overwriting previously learned knowledge when small novel data batches are introduced. extensive experiments on benchmark datasets demonstrate that our approach yields state-of-the-art performance compared to baseline fscil methods.",,2025-04-11,2025-05-03,"['kyle stein', 'andrew arash mahyari', 'guillermo francia', 'eman el-sheikh']"
2504.09149,mash: masked anchored spherical distances for 3d shape representation   and generation,cs.cv cs.cg,"we introduce masked anchored spherical distances (mash), a novel multi-view and parametrized representation of 3d shapes. inspired by multi-view geometry and motivated by the importance of perceptual shape understanding for learning 3d shapes, mash represents a 3d shape as a collection of observable local surface patches, each defined by a spherical distance function emanating from an anchor point. we further leverage the compactness of spherical harmonics to encode the mash functions, combined with a generalized view cone with a parameterized base that masks the spatial extent of the spherical function to attain locality. we develop a differentiable optimization algorithm capable of converting any point cloud into a mash representation accurately approximating ground-truth surfaces with arbitrary geometry and topology. extensive experiments demonstrate that mash is versatile for multiple applications including surface reconstruction, shape generation, completion, and blending, achieving superior performance thanks to its unique representation encompassing both implicit and explicit features.",,2025-04-12,2025-05-02,"['changhao li', 'yu xin', 'xiaowei zhou', 'ariel shamir', 'hao zhang', 'ligang liu', 'ruizhen hu']"
2504.09948,omni-dish: photorealistic and faithful image generation and editing for   arbitrary chinese dishes,cs.cv cs.ai cs.mm,"dish images play a crucial role in the digital era, with the demand for culturally distinctive dish images continuously increasing due to the digitization of the food industry and e-commerce. in general cases, existing text-to-image generation models excel in producing high-quality images; however, they struggle to capture diverse characteristics and faithful details of specific domains, particularly chinese dishes. to address this limitation, we propose omni-dish, the first text-to-image generation model specifically tailored for chinese dishes. we develop a comprehensive dish curation pipeline, building the largest dish dataset to date. additionally, we introduce a recaption strategy and employ a coarse-to-fine training scheme to help the model better learn fine-grained culinary nuances. during inference, we enhance the user's textual input using a pre-constructed high-quality caption library and a large language model, enabling more photorealistic and faithful image generation. furthermore, to extend our model's capability for dish editing tasks, we propose concept-enhanced p2p. based on this approach, we build a dish editing dataset and train a specialized editing model. extensive experiments demonstrate the superiority of our methods.",,2025-04-14,2025-04-30,"['huijie liu', 'bingcan wang', 'jie hu', 'xiaoming wei', 'guoliang kang']"
2504.10880,safe-construct: redefining construction safety violation recognition as   3d multi-view engagement task,cs.cv cs.ro,"recognizing safety violations in construction environments is critical yet remains underexplored in computer vision. existing models predominantly rely on 2d object detection, which fails to capture the complexities of real-world violations due to: (i) an oversimplified task formulation treating violation recognition merely as object detection, (ii) inadequate validation under realistic conditions, (iii) absence of standardized baselines, and (iv) limited scalability from the unavailability of synthetic dataset generators for diverse construction scenarios. to address these challenges, we introduce safe-construct, the first framework that reformulates violation recognition as a 3d multi-view engagement task, leveraging scene-level worker-object context and 3d spatial understanding. we also propose the synthetic indoor construction site generator (sicsg) to create diverse, scalable training data, overcoming data limitations. safe-construct achieves a 7.6% improvement over state-of-the-art methods across four violation types. we rigorously evaluate our approach in near-realistic settings, incorporating four violations, four workers, 14 objects, and challenging conditions like occlusions (worker-object, worker-worker) and variable illumination (back-lighting, overexposure, sunlight). by integrating 3d multi-view spatial understanding and synthetic data generation, safe-construct sets a new benchmark for scalable and robust safety monitoring in high-risk industries. project website: https://safe-construct.github.io/safe-construct",,2025-04-15,,"['aviral chharia', 'tianyu ren', 'tomotake furuhata', 'kenji shimada']"
2504.11014,gate3d: generalized attention-based task-synergized estimation in 3d*,cs.cv cs.ai,"the emerging trend in computer vision emphasizes developing universal models capable of simultaneously addressing multiple diverse tasks. such universality typically requires joint training across multi-domain datasets to ensure effective generalization. however, monocular 3d object detection presents unique challenges in multi-domain training due to the scarcity of datasets annotated with accurate 3d ground-truth labels, especially beyond typical road-based autonomous driving contexts. to address this challenge, we introduce a novel weakly supervised framework leveraging pseudo-labels. current pretrained models often struggle to accurately detect pedestrians in non-road environments due to inherent dataset biases. unlike generalized image-based 2d object detection models, achieving similar generalization in monocular 3d detection remains largely unexplored. in this paper, we propose gate3d, a novel framework designed specifically for generalized monocular 3d object detection via weak supervision. gate3d effectively bridges domain gaps by employing consistency losses between 2d and 3d predictions. remarkably, our model achieves competitive performance on the kitti benchmark as well as on an indoor-office dataset collected by us to evaluate the generalization capabilities of our framework. our results demonstrate that gate3d significantly accelerates learning from limited annotated data through effective pre-training strategies, highlighting substantial potential for broader impacts in robotics, augmented reality, and virtual reality applications. project page: https://ies0411.github.io/gate3d/",,2025-04-15,2025-04-29,"['eunsoo im', 'changhyun jee', 'jung kwon lee']"
2504.11022,meta-learning for few-shot time series crop type classification: a   benchmark on the eurocropsml dataset,cs.lg cs.cv,"spatial imbalances in crop type data pose significant challenges for accurate classification in remote sensing applications. algorithms aiming at transferring knowledge from data-rich to data-scarce tasks have thus surged in popularity. however, despite their effectiveness in previous evaluations, their performance in challenging real-world applications is unclear and needs to be evaluated. this study benchmarks transfer learning and several meta-learning algorithms, including (first-order) model-agnostic meta-learning ((fo)-maml), almost no inner loop (anil), and task-informed meta-learning (timl), on the real-world eurocropsml time series dataset, which combines farmer-reported crop data with sentinel-2 satellite observations from estonia, latvia, and portugal. our findings indicate that maml-based meta-learning algorithms achieve slightly higher accuracy compared to simpler transfer learning methods when applied to crop type classification tasks in estonia after pre-training on data from latvia. however, this improvement comes at the cost of increased computational demands and training time. moreover, we find that the transfer of knowledge between geographically disparate regions, such as estonia and portugal, poses significant challenges to all investigated algorithms. these insights underscore the trade-offs between accuracy and computational resource requirements in selecting machine learning methods for real-world crop type classification tasks and highlight the difficulties of transferring knowledge between different regions of the earth. to facilitate future research in this domain, we present the first comprehensive benchmark for evaluating transfer and meta-learning methods for crop type classification under real-world conditions. the corresponding code is publicly available at https://github.com/dida-do/eurocrops-meta-learning.",,2025-04-15,,"['joana reuss', 'jan macdonald', 'simon becker', 'konrad schultka', 'lorenz richter', 'marco körner']"
2504.11485,deciphering scrolls with tomography: a training experiment,eess.iv cs.cv,"the recovery of severely damaged ancient written documents has proven to be a major challenge for many scientists, mainly due to the impracticality of physical unwrapping them. non-destructive techniques, such as x-ray computed tomography (ct), combined with computer vision algorithms, have emerged as a means of facilitating the virtual reading of the hidden contents of the damaged documents. this paper proposes an educational laboratory aimed at simulating the entire process of acquisition and virtual recovery of the ancient works. we have developed an experimental setup that uses visible light to replace the detrimental x-rays, and a didactic software pipeline that allows students to virtually reconstruct a transparent rolled sheet with printed text on it, the wrapped scroll.",,2025-04-14,2025-05-02,"['sonia foschiatti', 'axel kittenberger', 'otmar scherzer']"
2504.11515,graph-driven multimodal feature learning framework for apparent   personality assessment,cs.cv cs.cl cs.mm,"predicting personality traits automatically has become a challenging problem in computer vision. this paper introduces an innovative multimodal feature learning framework for personality analysis in short video clips. for visual processing, we construct a facial graph and design a geo-based two-stream network incorporating an attention mechanism, leveraging both graph convolutional networks (gcn) and convolutional neural networks (cnn) to capture static facial expressions. additionally, resnet18 and vggface networks are employed to extract global scene and facial appearance features at the frame level. to capture dynamic temporal information, we integrate a bigru with a temporal attention module for extracting salient frame representations. to enhance the model's robustness, we incorporate the vggish cnn for audio-based features and xlm-roberta for text-based features. finally, a multimodal channel attention mechanism is introduced to integrate different modalities, and a multi-layer perceptron (mlp) regression model is used to predict personality traits. experimental results confirm that our proposed framework surpasses existing state-of-the-art approaches in performance.",10.62762/tetai.2025.279350,2025-04-15,,"['kangsheng wang', 'chengwei ye', 'huanzhen zhang', 'linuo xu', 'shuyan liu']"
2504.11739,the devil is in the prompts: retrieval-augmented prompt optimization for   text-to-video generation,cs.cv cs.cl,"the evolution of text-to-video (t2v) generative models, trained on large-scale datasets, has been marked by significant progress. however, the sensitivity of t2v generative models to input prompts highlights the critical role of prompt design in influencing generative outcomes. prior research has predominantly relied on large language models (llms) to align user-provided prompts with the distribution of training prompts, albeit without tailored guidance encompassing prompt vocabulary and sentence structure nuances. to this end, we introduce rapo, a novel retrieval-augmented prompt optimization framework. in order to address potential inaccuracies and ambiguous details generated by llm-generated prompts. rapo refines the naive prompts through dual optimization branches, selecting the superior prompt for t2v generation. the first branch augments user prompts with diverse modifiers extracted from a learned relational graph, refining them to align with the format of training prompts via a fine-tuned llm. conversely, the second branch rewrites the naive prompt using a pre-trained llm following a well-defined instruction set. extensive experiments demonstrate that rapo can effectively enhance both the static and dynamic dimensions of generated videos, demonstrating the significance of prompt optimization for user-provided prompts.",,2025-04-15,2025-05-05,"['bingjie gao', 'xinyu gao', 'xiaoxue wu', 'yujie zhou', 'yu qiao', 'li niu', 'xinyuan chen', 'yaohui wang']"
2504.11895,search is all you need for few-shot anomaly detection,cs.cv,"few-shot anomaly detection (fsad) has emerged as a crucial yet challenging task in industrial inspection, where normal distribution modeling must be accomplished with only a few normal images. while existing approaches typically employ multi-modal foundation models combining language and vision modalities for prompt-guided anomaly detection, these methods often demand sophisticated prompt engineering and extensive manual tuning. in this paper, we demonstrate that a straightforward nearest-neighbor search framework can surpass state-of-the-art performance in both single-class and multi-class fsad scenarios. our proposed method, visionad, consists of four simple yet essential components: (1) scalable vision foundation models that extract universal and discriminative features; (2) dual augmentation strategies - support augmentation to enhance feature matching adaptability and query augmentation to address the oversights of single-view prediction; (3) multi-layer feature integration that captures both low-frequency global context and high-frequency local details with minimal computational overhead; and (4) a class-aware visual memory bank enabling efficient one-for-all multi-class detection. extensive evaluations across mvtec-ad, visa, and real-iad benchmarks demonstrate visionad's exceptional performance. using only 1 normal images as support, our method achieves remarkable image-level auroc scores of 97.4%, 94.8%, and 70.8% respectively, outperforming current state-of-the-art approaches by significant margins (+1.6%, +3.2%, and +1.4%). the training-free nature and superior few-shot capabilities of visionad make it particularly appealing for real-world applications where samples are scarce or expensive to obtain. code is available at https://github.com/qiqigeww/visionad.",,2025-04-16,2025-05-08,"['qishan wang', 'jia guo', 'shuyong gao', 'haofen wang', 'li xiong', 'junjie hu', 'hanqi guo', 'wenqiang zhang']"
